                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.82433,                0.40971,                 1.6263,                0.90773,                0.92017,                0.91761,                0.70262,                 2.0486,                 1.3888,                  2.195,               0.002938,               0.002938,               0.002938
                    109,                0.81133,                 0.4053,                 1.6277,                0.90959,                0.91667,                0.91828,                0.70511,                 2.0537,                 1.4165,                 2.2065,               0.002872,               0.002872,               0.002872
                    110,                0.81761,                0.40793,                 1.6288,                0.91126,                 0.9108,                0.91378,                0.69991,                  2.061,                 1.4495,                 2.2045,               0.002806,               0.002806,               0.002806
                    111,                 0.8191,                0.40802,                  1.629,                0.90468,                0.91284,                0.91368,                0.70082,                 2.0711,                 1.4738,                 2.2266,                0.00274,                0.00274,                0.00274
                    112,                0.80387,                0.40044,                 1.6246,                0.91144,                0.91883,                 0.9166,                0.70307,                 2.0644,                 1.4161,                 2.2185,               0.002674,               0.002674,               0.002674
                    113,                0.80184,                0.39801,                  1.624,                0.91324,                0.91871,                0.91731,                0.70347,                 2.0582,                 1.4036,                 2.2071,               0.002608,               0.002608,               0.002608
                    114,                0.79479,                0.39655,                 1.6248,                0.90958,                0.91653,                0.92062,                0.70717,                 2.0552,                 1.3823,                 2.2098,               0.002542,               0.002542,               0.002542
                    115,                0.79986,                0.39652,                 1.6225,                0.90642,                0.92047,                0.91709,                0.70469,                 2.0556,                 1.4034,                 2.2067,               0.002476,               0.002476,               0.002476
                    116,                0.78349,                0.39001,                 1.6171,                0.90365,                0.92038,                0.91381,                0.70151,                 2.0507,                 1.4192,                 2.2023,                0.00241,                0.00241,                0.00241
                    117,                 0.7784,                0.38847,                  1.622,                0.90897,                0.91956,                0.91493,                0.70259,                 2.0438,                 1.4131,                  2.195,               0.002344,               0.002344,               0.002344
                    118,                0.78249,                0.39252,                 1.6233,                0.91031,                0.91535,                0.91382,                0.70184,                 2.0444,                 1.4226,                 2.1991,               0.002278,               0.002278,               0.002278
                    119,                0.75926,                0.37872,                 1.6165,                0.91012,                0.91615,                0.91765,                0.70516,                 2.0497,                 1.4209,                  2.213,               0.002212,               0.002212,               0.002212
                    120,                0.76108,                0.38048,                 1.6148,                 0.9104,                0.91457,                0.91604,                0.70484,                 2.0469,                 1.4239,                 2.2166,               0.002146,               0.002146,               0.002146
                    121,                0.76888,                0.38582,                 1.6199,                0.90754,                0.91593,                0.91582,                0.70316,                 2.0454,                 1.4447,                  2.214,                0.00208,                0.00208,                0.00208
                    122,                 0.7581,                0.38012,                 1.6154,                0.90941,                0.91697,                0.91638,                0.70396,                 2.0445,                 1.4265,                 2.2126,               0.002014,               0.002014,               0.002014
                    123,                0.74971,                0.37693,                 1.6142,                0.90703,                 0.9172,                0.91587,                 0.7028,                 2.0451,                 1.4381,                 2.2124,               0.001948,               0.001948,               0.001948
                    124,                0.74233,                0.37262,                 1.6119,                0.90545,                0.91899,                0.91599,                0.70324,                 2.0478,                 1.4286,                 2.2163,               0.001882,               0.001882,               0.001882
